x,y,Easting_Centroid_basin,Northing_Centroid_basin,Rectangle_containing_basin_N_W,Rectangle_containing_basin_S_E,Area_of_basin_km2,Perimeter_of_basin_km,Max_Elevation,Min_Elevation,Elevation_Difference,Mean_Elevation,Mean_Slope,Length_of_Directing_Vector_km,Prevalent_Orientation_deg_from_north_ccw,Compactness_Coefficient,Circularity_Ratio,Topological_Diameter,Elongation_Ratio,Shape_Factor,Concentration_Time_hr,Length_of_Mainchannel_km,Mean_slope_of_mainchannel_percent,Mean_hillslope_length_m,Magnitudo,Max_order_Strahler,Number_of_streams,Total_Stream_Length_km,First_order_stream_frequency,Drainage_Density_km_over_km2,Bifurcation_Ratio_Horton,Length_Ratio_Horton,Area_ratio_Horton,Slope_ratio_Horton
406935,2042955,413955.00,2069865.00,"('367560', '2098350')","('455220', '2039940')",3408.388875,358.481006282309,913.3936,-3.278881,916.672481,106.245,3.47,27.788971913332816,1.3166010130150796,5.441724127967625,0.33329339188704754,168.0,0.5008280978139896,25.91243324088714,17.787167537498174,131.534883016,1.1417035909306994,4962.319,1096.0,        7 ,       1615 ,    3117.2892 ,0.32155955209189563,0.9145931741723573,  3.3679 ,  1.6319 ,   3.6528 ,  1.3764 
